fecha,ciudad,categoria,producto,cantidad,precio_unitario,total_venta
2025-08-21,Medellín,Tecnología,Monitor,4,186480,745920
2025-09-24,Cali,Ropa,Gorra,18,151464,2726352
2025-03-31,Barranquilla,Alimentos,Café,19,173268,3292092
2025-02-09,Apartadó,Ropa,Chaqueta,8,137363,1098904
2025-07-27,Cali,Ropa,Chaqueta,16,234566,3753056
2025-11-06,Medellín,Papelería,Lapicero,15,45412,681180
2025-04-28,Medellín,Papelería,Marcador,7,41384,289688
2025-04-06,Bogotá,Ropa,Gorra,4,175305,701220
2025-04-28,Barranquilla,Ropa,Camisa,16,179007,2864112
2025-09-03,Barranquilla,Hogar,Organizador,6,171675,1030050
2025-07-30,Medellín,Hogar,Silla,5,152336,761680
2025-10-31,Bogotá,Hogar,Organizador,2,235517,471034
2025-10-21,Bogotá,Tecnología,Teclado,9,243813,2194317
2025-04-03,Apartadó,Alimentos,Leche,19,169148,3213812
2025-01-10,Cali,Tecnología,Teclado,15,160997,2414955
2025-08-30,Barranquilla,Hogar,Mesa,14,159506,2233084
2025-03-15,Apartadó,Hogar,Organizador,17,71342,1212814
2025-03-27,Cali,Alimentos,Leche,19,20046,380874
2025-04-28,Barranquilla,Alimentos,Aceite,4,6341,25364
2025-04-14,Apartadó,Papelería,Carpeta,5,160731,803655
2025-02-19,Bogotá,Alimentos,Leche,20,12233,244660
2025-09-30,Apartadó,Tecnología,Mouse,16,174855,2797680
2025-03-08,Apartadó,Papelería,Cuaderno,14,138850,1943900
2025-08-04,Cali,Tecnología,Audífonos,14,62158,870212
2025-09-04,Barranquilla,Ropa,Gorra,19,27615,524685
2025-08-06,Bogotá,Ropa,Chaqueta,8,240573,1924584
2025-02-12,Cali,Papelería,Resma,14,69582,974148
2025-04-07,Medellín,Tecnología,Audífonos,17,32888,559096
2025-09-24,Medellín,Alimentos,Aceite,11,109176,1200936
2025-07-05,Medellín,Hogar,Ventilador,19,68488,1301272
2025-05-14,Apartadó,Alimentos,Leche,12,162400,1948800
2025-05-22,Barranquilla,Hogar,Ventilador,18,207465,3734370
2025-10-13,Barranquilla,Hogar,Lámpara,18,147466,2654388
2025-09-05,Cali,Ropa,Gorra,12,204950,2459400
2025-12-28,Barranquilla,Hogar,Silla,8,119072,952576
2025-12-25,Bogotá,Tecnología,Teclado,17,107004,1819068
2025-06-23,Apartadó,Papelería,Cuaderno,6,104001,624006
2025-11-22,Medellín,Tecnología,Teclado,16,244709,3915344
2025-11-04,Barranquilla,Tecnología,Mouse,9,60135,541215
2025-07-09,Medellín,Papelería,Cuaderno,13,245973,3197649
2025-07-25,Apartadó,Papelería,Marcador,20,17063,341260
2025-03-31,Barranquilla,Alimentos,Arroz,7,224971,1574797
2025-12-03,Apartadó,Ropa,Pantalón,2,207510,415020
2025-11-03,Apartadó,Papelería,Lapicero,20,46428,928560
2025-12-12,Medellín,Ropa,Pantalón,1,43273,43273
2025-02-14,Cali,Alimentos,Café,13,108286,1407718
2025-10-28,Bogotá,Papelería,Cuaderno,3,242956,728868
2025-02-16,Apartadó,Ropa,Gorra,19,93251,1771769
2025-06-27,Cali,Hogar,Organizador,7,121212,848484
2025-07-26,Apartadó,Tecnología,Monitor,6,108727,652362
2025-09-17,Medellín,Papelería,Cuaderno,17,79136,1345312
2025-06-24,Medellín,Papelería,Marcador,18,215161,3872898
2025-10-22,Cali,Alimentos,Azúcar,19,128780,2446820
2025-05-05,Cali,Alimentos,Azúcar,19,227974,4331506
2025-01-15,Barranquilla,Tecnología,Monitor,3,102315,306945
2025-11-21,Bogotá,Hogar,Lámpara,14,94562,1323868
2025-09-22,Apartadó,Tecnología,Monitor,8,77311,618488
2025-02-17,Barranquilla,Ropa,Camisa,18,246159,4430862
2025-04-02,Barranquilla,Ropa,Zapatos,7,236439,1655073
2025-10-21,Cali,Hogar,Mesa,16,195229,3123664
2025-04-13,Bogotá,Hogar,Lámpara,7,62085,434595
2025-04-14,Bogotá,Papelería,Marcador,5,206194,1030970
2025-02-24,Medellín,Tecnología,Memoria USB,20,3736,74720
2025-10-05,Medellín,Alimentos,Café,20,84684,1693680
2025-09-10,Apartadó,Ropa,Chaqueta,6,202346,1214076
2025-09-19,Cali,Alimentos,Aceite,19,35618,676742
2025-01-28,Apartadó,Alimentos,Azúcar,18,10536,189648
2025-09-15,Cali,Alimentos,Aceite,15,33553,503295
2025-12-24,Apartadó,Alimentos,Café,1,5098,5098
2025-12-12,Bogotá,Alimentos,Leche,4,87311,349244
2025-07-05,Apartadó,Ropa,Pantalón,18,70904,1276272
2025-05-02,Cali,Alimentos,Leche,11,97924,1077164
2025-04-05,Barranquilla,Alimentos,Aceite,14,185687,2599618
2025-07-10,Cali,Alimentos,Café,15,49156,737340
2025-10-20,Bogotá,Papelería,Lapicero,4,190957,763828
2025-05-19,Bogotá,Papelería,Carpeta,13,53396,694148
2025-03-16,Bogotá,Alimentos,Arroz,6,112499,674994
2025-09-13,Bogotá,Papelería,Resma,11,207870,2286570
2025-09-07,Cali,Ropa,Gorra,19,14506,275614
2025-07-23,Medellín,Hogar,Silla,7,215337,1507359
2025-05-11,Barranquilla,Tecnología,Memoria USB,11,70096,771056
2025-07-04,Cali,Papelería,Resma,9,92214,829926
2025-01-11,Barranquilla,Tecnología,Monitor,20,54155,1083100
2025-10-23,Apartadó,Papelería,Lapicero,10,95089,950890
2025-06-16,Apartadó,Alimentos,Azúcar,3,101895,305685
2025-11-11,Cali,Alimentos,Aceite,6,169924,1019544
2025-06-22,Barranquilla,Papelería,Resma,13,224534,2918942
2025-02-06,Medellín,Hogar,Lámpara,8,84177,673416
2025-06-12,Cali,Ropa,Gorra,13,73106,950378
2025-08-16,Cali,Papelería,Resma,15,110524,1657860
2025-03-27,Bogotá,Tecnología,Teclado,8,175545,1404360
2025-05-09,Medellín,Hogar,Mesa,13,29003,377039
2025-02-18,Medellín,Alimentos,Leche,2,8911,17822
2025-07-23,Apartadó,Tecnología,Mouse,9,164031,1476279
2025-03-21,Medellín,Alimentos,Café,8,66853,534824
2025-05-26,Barranquilla,Hogar,Mesa,17,221812,3770804
2025-03-29,Medellín,Tecnología,Monitor,11,228555,2514105
2025-09-01,Barranquilla,Papelería,Marcador,18,118613,2135034
2025-03-11,Apartadó,Hogar,Organizador,20,121680,2433600
2025-11-20,Apartadó,Alimentos,Leche,18,83175,1497150
2025-06-27,Barranquilla,Papelería,Lapicero,3,117831,353493
2025-06-07,Cali,Alimentos,Café,5,81579,407895
2025-01-06,Medellín,Papelería,Lapicero,12,77173,926076
2025-08-29,Apartadó,Tecnología,Memoria USB,16,80541,1288656
2025-01-05,Barranquilla,Ropa,Gorra,8,210867,1686936
2025-01-04,Apartadó,Ropa,Pantalón,14,233253,3265542
2025-10-15,Barranquilla,Alimentos,Aceite,6,189416,1136496
2025-11-27,Barranquilla,Alimentos,Aceite,9,22764,204876
2025-08-05,Bogotá,Papelería,Resma,9,76626,689634
2025-11-29,Apartadó,Ropa,Chaqueta,7,225735,1580145
2025-02-05,Bogotá,Hogar,Lámpara,4,168957,675828
2025-08-22,Apartadó,Alimentos,Café,20,130973,2619460
2025-04-07,Cali,Tecnología,Teclado,2,142239,284478
2025-01-12,Bogotá,Tecnología,Monitor,9,34778,313002
2025-08-13,Medellín,Hogar,Silla,5,5860,29300
2025-09-10,Bogotá,Ropa,Chaqueta,10,207973,2079730
2025-09-13,Cali,Alimentos,Arroz,11,23030,253330
2025-03-16,Medellín,Ropa,Chaqueta,3,144394,433182
2025-08-29,Bogotá,Hogar,Lámpara,13,219121,2848573
2025-01-07,Medellín,Hogar,Ventilador,15,66792,1001880
2025-01-18,Bogotá,Alimentos,Arroz,17,176589,3002013
2025-04-17,Barranquilla,Alimentos,Café,11,43579,479369
2025-11-19,Medellín,Papelería,Resma,4,68404,273616
2025-09-04,Cali,Hogar,Lámpara,2,228402,456804
2025-12-08,Bogotá,Tecnología,Teclado,14,87069,1218966
